Wavelength (nm),i
938.5999756,0.000131584
938.7999878,0.000218973
939,0.000046
939.2000122,-0.0000141
939.4000244,0.0000883
939.5999756,0.000107999
939.7999878,0.000219066
940,0.000175231
940.2000122,0.000055
940.4000244,0.000118939
940.5999756,-0.00000155
940.7999878,0.0000886
941,0.000178642
941.2000122,0.000086
941.4000244,0.000117298
941.5999756,0.000105309
941.7999878,0.0000334
942,0.0000815
942.2000122,-0.0000306
942.4000244,0.000207147
942.5999756,0.000135164
942.7999878,0.0000453
943,0.0001214
943.2000122,0.000297611
943.4000244,0.000214041
943.5999756,0.0000322
943.7999878,-0.00000574
944,-0.0000413
944.2000122,0.000074
944.4000244,0.000284479
944.5999756,-0.0000382
944.7999878,0.00021696
945,0.0000302
945.2000122,0.0000278
945.4000244,0.0000946
945.5999756,0.0000965
945.7999878,0.000124776
946,0.000120527
946.2000122,0.00026222
946.4000244,-0.0000253
946.5999756,0.0000559
946.7999878,0.000172683
947,-0.0000485
947.2000122,0.000163545
947.4000244,0.000159526
947.5999756,0.000173856
947.7999878,0.000227408
948,0.0000482
948.2000122,0.000111046
948.4000244,0.000129657
948.5999756,0.0000923
948.7999878,0.000113376
949,0.000243593
949.2000122,-0.0000174
949.4000244,0.000179679
949.5999756,0.0000567
949.7999878,0.000205381
950,0.000266939
950.2000122,0.000224094
950.4000244,-0.0000173
950.5999756,0.000176006
950.7999878,0.000160998
951,0.0000203
951.2000122,0.000212988
951.4000244,0.000105155
951.5999756,0.00013929
951.7999878,0.000153403
952,0.0000729
952.2000122,0.000132447
952.4000244,0.000176262
952.5999756,0.000100969
952.7999878,0.000196957
953,0.000237223
953.2000122,0.000185348
953.4000244,0.0000408
953.5999756,0.0000805
953.7999878,-0.000101746
954,0.000283333
954.2000122,0.000200579
954.4000244,0.000128
954.5999756,0.000148708
954.7999878,0.0000294
955,-0.00000664
955.2000122,-0.000000352
955.4000244,0.0000859
955.5999756,0.000268939
955.7999878,0.000327623
956,-0.000118874
956.2000122,-0.0000786
956.4000244,0.0000816
956.5999756,0.0000348
956.7999878,0.00032783
957,0.000187131
957.2000122,0.0000115
957.4000244,0.0000846
957.5999756,0.000116635
957.7999878,0.000167863
958,0.000211323
958.2000122,0.000188482
958.4000244,0.00004
958.5999756,0.000191976
958.7999878,0.000111714
959,0.0000534
959.2000122,0.000125115
959.4000244,0.000169038
959.5999756,0.0000245
959.7999878,0.000255803
960,-0.0000613
960.2000122,0.000135214
960.4000244,0.000166612
960.5999756,-0.0000193
960.7999878,0.0000406
961,0.000287889
961.2000122,0.000113087
961.4000244,0.000102355
961.5999756,0.0000449
961.7999878,0.000125404
962,0.00000329
962.2000122,0.0000476
962.4000244,0.0000672
962.5999756,0.000174034
962.7999878,0.0000153
963,-0.0000226
963.2000122,0.0000805
963.4000244,0.000155428
963.5999756,0.0000158
963.7999878,0.0000887
964,-0.0000908
964.2000122,0.0000781
964.4000244,0.0000594
964.5999756,0.00000448
964.7999878,0.0000688
965,-0.0000253
965.2000122,0.0000383
965.4000244,0.000159897
965.5999756,-0.0000772
965.7999878,0.0000141
966,-0.000000483
966.2000122,0.000229375
966.4000244,0.0000494
966.5999756,0.0000738
966.7999878,0.0000516
967,-0.0000216
967.2000122,0.00000985
967.4000244,0.0000868
967.5999756,0.0000882
967.7999878,0.000101314
968,0.000011
968.2000122,-0.0000782
968.4000244,0.0000602
968.5999756,-0.0000383
968.7999878,-0.000124017
969,-0.000104207
969.2000122,0.0000736
969.4000244,-0.0000136
969.5999756,-0.0000371
969.7999878,0.0000154
970,-0.000025
970.2000122,0.0000801
970.4000244,-0.0000741
970.5999756,-0.0000265
970.7999878,0.0000126
971,0.0000917
971.2000122,0.00012612
971.4000244,-0.0000321
971.5999756,0.000142934
971.7999878,-0.0000199
972,0.0000477
972.2000122,0.000122183
972.4000244,0.0000439
972.5999756,0.0000519
972.7999878,0.0000839
973,0.0000692
973.2000122,0.000200562
973.4000244,0.000202901
973.5999756,0.0000269
973.7999878,-0.0000622
974,0.0000782
974.2000122,0.000151409
974.4000244,0.000114782
974.5999756,0.00011893
974.7999878,-0.0000105
975,0.0000389
975.2000122,-0.000003
975.4000244,0.00020909
975.5999756,0.000133902
975.7999878,0.000231922
976,-0.0000375
976.2000122,0.0000162
976.4000244,0.0000852
976.5999756,0.00000622
976.7999878,0.0000937
977,0.0000712
977.2000122,-0.0000395
977.4000244,0.000240612
977.5999756,-0.0000387
977.7999878,0.0000162
978,0.0000136
978.2000122,0.0000894
978.4000244,-0.0000724
978.5999756,0.0000395
978.7999878,0.0000424
979,0.0000904
979.2000122,0.000162476
979.4000244,-0.000002
979.5999756,-0.00000685
979.7999878,0.000201295
980,0.000166077
980.2000122,-0.00000531
980.4000244,-0.00000417
980.5999756,0.000143927
980.7999878,0.00000144
981,0.0000663
981.2000122,0.000282792
981.4000244,0.000216484
981.5999756,0.0000835
981.7999878,0.000169981
982,-0.0000582
982.2000122,0.000101898
982.4000244,0.0000136
982.5999756,-0.0000299
982.7999878,0.000151488
983,0.000158381
983.2000122,0.000122237
983.4000244,0.000128497
983.5999756,-0.0000679
983.7999878,0.0000534
984,-0.0000279
984.2000122,-0.0000766
984.4000244,0.0000731
984.5999756,0.0000939
984.7999878,0.000213357
985,0.0000872
985.2000122,0.000150799
985.4000244,0.00000769
985.5999756,-0.0000531
985.7999878,0.00015203
986,-0.0000897
986.2000122,0.0000388
986.4000244,0.000106956
986.5999756,0.000031
986.7999878,-0.000120146
987,0.000286541
987.2000122,0.000194064
987.4000244,0.00000703
987.5999756,0.0000785
987.7999878,0.000137621
988,0.000120895
988.2000122,0.0000162
988.4000244,0.0000494
988.5999756,0.000104031
988.7999878,0.0000414
989,-0.00000241
989.2000122,0.0000252
989.4000244,0.000168379
989.5999756,0.000289714
989.7999878,0.0000073
990,0.0000955
990.2000122,-0.0000493
990.4000244,0.0000875
990.5999756,0.000164884
990.7999878,0.0000267
991,0.000104848
991.2000122,0.0001445
991.4000244,-0.0000363
991.5999756,-0.0000311
991.7999878,0.0000917
992,0.0000222
992.2000122,-0.0000972
992.4000244,0.0000832
992.5999756,0.000165548
992.7999878,-0.0000141
993,0.0000687
993.2000122,0.000177624
993.4000244,0.000029
993.5999756,0.000153169
993.7999878,0.000249468
994,0.000111453
994.2000122,0.000046
994.4000244,0.0000662
994.5999756,-0.0000209
994.7999878,0.0000441
995,0.00014552
995.2000122,0.00023695
995.4000244,-0.0000392
995.5999756,0.0000165
995.7999878,0.000115702
996,-0.0000547
996.2000122,-0.0000716
996.4000244,0.000187196
996.5999756,0.000119681
996.7999878,0.00010561
997,0.0000793
997.2000122,0.000157139
997.4000244,0.000157698
997.5999756,-0.000025
997.7999878,0.000126382
998,0.000119327
998.2000122,0.0000244
998.4000244,0.00011466
998.5999756,0.000221922
998.7999878,0.0000899
999,0.000126634
999.2000122,-0.00000925
999.4000244,-0.000000352
999.5999756,0.000062
999.7999878,0.0000198
1000,0.000126708
1000.200012,0.000146846
1000.400024,0.000171477
1000.599976,0.000148976
1000.799988,-0.000154266
1001,-0.0000812
1001.200012,-0.0000134
1001.400024,-0.0000865
1001.599976,0.00000858
1001.799988,0.0000412
1002,-0.0000612
1002.200012,-0.0000023
1002.400024,0.000119299
1002.599976,-0.0000419
1002.799988,0.0001004
1003,0.000345928
1003.200012,-0.0000357
1003.400024,-0.000133921
1003.599976,0.0000986
1003.799988,-0.0000101
1004,0.000168156
1004.200012,0.000134381
1004.400024,-0.000106356
1004.599976,0.0000767
1004.799988,0.00012704
1005,-0.000048
1005.200012,0.0000793
1005.400024,-0.0000478
1005.599976,0.00000238
1005.799988,0.000123742
1006,0.0000611
1006.200012,0.0000257
1006.400024,-0.000118625
1006.599976,-0.0000407
1006.799988,0.000127615
1007,0.0000939
1007.200012,-0.0000554
1007.400024,0.000089
1007.599976,0.000193544
1007.799988,0.0000124
1008,0.000146308
1008.200012,0.0000424
1008.400024,0.0000237
1008.599976,0.000067
1008.799988,0.000132338
1009,0.0000619
1009.200012,0.000125782
1009.400024,0.000249357
1009.599976,0.0000772
1009.799988,-0.0000135
1010,0.00000759
1010.200012,-0.000128458
1010.400024,-0.00000284
1010.599976,0.000279126
1010.799988,0.000159214
1011,0.000144431
1011.200012,0.000116394
1011.400024,0.000170473
1011.599976,-0.00002
1011.799988,0.000119937
1012,0.0000883
1012.200012,0.0000738
1012.400024,0.000116205
1012.599976,0.00025118
1012.799988,-0.0000954
1013,0.00011624
1013.200012,0.0000581
1013.400024,-0.00000269
1013.599976,0.000104669
1013.799988,-0.0000814
1014,0.0000781
1014.200012,0.0000182
1014.400024,0.000106342
1014.599976,0.000259963
1014.799988,-0.000024
1015,0.000216979
1015.200012,0.0000495
1015.400024,0.000135737
1015.599976,0.0000675
1015.799988,0.0000997
1016,-0.00000795
1016.200012,0.000212444
1016.400024,0.0000409
1016.599976,-0.0000149
1016.799988,-0.00000453
1017,0.0000487
1017.200012,0.000127449
1017.400024,0.000107132
1017.599976,-0.000130582
1017.799988,0.00019057
1018,0.000183775
1018.200012,0.0000708
1018.400024,0.000149031
1018.599976,0.000118392
1018.799988,0.000104898
1019,0.0000519
1019.200012,0.00012235
1019.400024,0.000106238
1019.599976,0.0000699
1019.799988,0.000131045
1020,0.0000474
1020.200012,0.0000986
1020.400024,-0.00000406
1020.599976,0.000192177
1020.799988,0.000102976
1021,0.0000623
1021.200012,0.000194704
1021.400024,-0.000029
1021.599976,0.0000918
1021.799988,0.000201895
1022,-0.0000152
1022.200012,-0.0000029
1022.400024,0.0000439
1022.599976,0.0000878
1022.799988,0.0000259
1023,0.000172258
1023.200012,-0.0000452
1023.400024,0.00005
1023.599976,0.000126592
1023.799988,0.000104759
1024,0.0000706
1024.199951,0.000119734
1024.400024,-0.0000623
1024.599976,0.0000235
1024.800049,-0.0000708
1025,0.0000147
1025.199951,-0.00012744
1025.400024,0.00012235
1025.599976,0.0000955
1025.800049,0.0000829
1026,0.000097
1026.199951,0.00011771
1026.400024,0.0000409
1026.599976,0.000109127
1026.800049,0.0000692
1027,0.000182762
1027.199951,-0.00000924
1027.400024,-0.00000604
1027.599976,-0.000075
1027.800049,0.00004
1028,0.000185491
1028.199951,-0.0000105
1028.400024,0.0000847
1028.599976,0.0000344
1028.800049,0.0000126
1029,0.0000577
1029.199951,-0.000000383
1029.400024,0.000150785
1029.599976,-0.0000542
1029.800049,0.0000449
1030,-0.0000659
1030.199951,0.000032
1030.400024,0.00010172
1030.599976,0.000101554
1030.800049,-0.0000233
1031,0.000000598
1031.199951,0.0000437
1031.400024,0.000167239
1031.599976,0.000026
1031.800049,0.000211728
1032,0.0000464
1032.199951,0.0000796
1032.400024,0.0000188
1032.599976,0.000128597
1032.800049,0.000139236
1033,0.000161691
1033.199951,0.0000893
1033.400024,0.0000671
1033.599976,0.0000625
1033.800049,0.0000401
1034,0.0000578
1034.199951,-0.0000991
1034.400024,0.000170015
1034.599976,0.00012506
1034.800049,-0.0000942
1035,0.0000727
1035.199951,0.0000628
1035.400024,-0.0000663
1035.599976,0.000243369
1035.800049,-0.000028
1036,0.0000935
1036.199951,0.0000365
1036.400024,0.0000679
1036.599976,-0.000177491
1036.800049,0.0000529
1037,0.000109686
1037.199951,0.0000624
1037.400024,0.0000338
1037.599976,0.0000748
1037.800049,0.0000439
1038,0.0000942
1038.199951,0.0000324
1038.400024,0.0000497
1038.599976,0.000122172
1038.800049,-0.0000123
1039,0.0000568
1039.199951,0.00000356
1039.400024,0.00016486
1039.599976,0.0000327
1039.800049,0.0000917
1040,0.00015769
1040.199951,0.000180926
1040.400024,0.000112309
1040.599976,-0.0000607
1040.800049,-0.000106359
1041,0.000164498
1041.199951,0.0000122
1041.400024,0.000157101
1041.599976,0.000127662
1041.800049,0.0000322
1042,0.000135907
1042.199951,-0.00000922
1042.400024,0.000118739
1042.599976,0.0000917
1042.800049,0.000245713
1043,0.000194009
1043.199951,0.000279189
1043.400024,0.00000781
1043.599976,0.000228491
1043.800049,0.000408057
1044,0.000251104
1044.199951,0.0000985
1044.400024,0.000202164
1044.599976,0.000234184
1044.800049,0.000132059
1045,0.000184013
1045.199951,0.00043046
1045.400024,0.000274477
1045.599976,0.000205991
1045.800049,0.000223769
1046,0.000245736
1046.199951,0.000157663
1046.400024,0.00038635
1046.599976,0.000246679
1046.800049,0.00039851
1047,0.000208076
1047.199951,0.00028642
1047.400024,0.00034831
1047.599976,0.000332937
1047.800049,0.000297263
1048,0.00043411
1048.199951,0.000424995
1048.400024,0.000485566
1048.599976,0.000483231
1048.800049,0.000410965
1049,0.000407886
1049.199951,0.000359838
1049.400024,0.000576654
1049.599976,0.00056449
1049.800049,0.000618973
1050,0.000572644
1050.199951,0.00060004
1050.400024,0.000506437
1050.599976,0.000773789
1050.800049,0.000632445
1051,0.000706667
1051.199951,0.000695786
1051.400024,0.000849738
1051.599976,0.000813795
1051.800049,0.000729132
1052,0.000784437
1052.199951,0.000829413
1052.400024,0.000705027
1052.599976,0.000895239
1052.800049,0.000822218
1053,0.001115054
1053.199951,0.000913516
1053.400024,0.001142636
1053.599976,0.001107299
1053.800049,0.001136695
1054,0.001249594
1054.199951,0.001289886
1054.400024,0.001294544
1054.599976,0.001375271
1054.800049,0.001517684
1055,0.001375374
1055.199951,0.001530046
1055.400024,0.001790803
1055.599976,0.001910258
1055.800049,0.00181353
1056,0.001957432
1056.199951,0.00204122
1056.400024,0.002279094
1056.599976,0.00245339
1056.800049,0.002627186
1057,0.002946944
1057.199951,0.003245797
1057.400024,0.003438251
1057.599976,0.003976776
1057.800049,0.004552891
1058,0.004979048
1058.199951,0.005459789
1058.400024,0.006366759
1058.599976,0.006794961
1058.800049,0.007391188
1059,0.008057707
1059.199951,0.008878704
1059.400024,0.009689
1059.599976,0.010362024
1059.800049,0.011144038
1060,0.011743853
1060.199951,0.012471961
1060.400024,0.013248567
1060.599976,0.014194778
1060.800049,0.014804446
1061,0.015752325
1061.199951,0.016509518
1061.400024,0.01723947
1061.599976,0.018100144
1061.800049,0.019067489
1062,0.019660275
1062.199951,0.020623274
1062.400024,0.021635182
1062.599976,0.022418246
1062.800049,0.023281829
1063,0.024050767
1063.199951,0.025014371
1063.400024,0.025835004
1063.599976,0.026812129
1063.800049,0.02768255
1064,0.028829634
1064.199951,0.029547486
1064.400024,0.030416539
1064.599976,0.031492624
1064.800049,0.032135453
1065,0.033074446
1065.199951,0.033869408
1065.400024,0.034409828
1065.599976,0.035229024
1065.800049,0.036051594
1066,0.03680734
1066.199951,0.037348762
1066.400024,0.037998367
1066.599976,0.038865402
1066.800049,0.039632425
1067,0.040184613
1067.199951,0.04090279
1067.400024,0.041598089
1067.599976,0.042025644
1067.800049,0.042700477
1068,0.043164726
1068.199951,0.044009019
1068.400024,0.044560242
1068.599976,0.045020923
1068.800049,0.045432366
1069,0.04576816
1069.199951,0.046192091
1069.400024,0.046674848
1069.599976,0.046815202
1069.800049,0.046863642
1070,0.046852808
1070.199951,0.046794042
1070.400024,0.046543326
1070.599976,0.046220802
1070.800049,0.045856334
1071,0.045499504
1071.199951,0.044973928
1071.400024,0.044399116
1071.599976,0.044039711
1071.800049,0.043376893
1072,0.042713985
1072.199951,0.042111713
1072.400024,0.041550044
1072.599976,0.041101404
1072.800049,0.040331323
1073,0.039615005
1073.199951,0.038891066
1073.400024,0.038635388
1073.599976,0.037758507
1073.800049,0.037206743
1074,0.0365481
1074.199951,0.036121845
1074.400024,0.035355315
1074.599976,0.034746539
1074.800049,0.034043688
1075,0.033424269
1075.199951,0.032913584
1075.400024,0.032085638
1075.599976,0.031521358
1075.800049,0.03087444
1076,0.030304754
1076.199951,0.02962192
1076.400024,0.028810339
1076.599976,0.028378667
1076.800049,0.027686022
1077,0.02712599
1077.199951,0.026461106
1077.400024,0.026023205
1077.599976,0.02551282
1077.800049,0.024659783
1078,0.02422712
1078.199951,0.0238517
1078.400024,0.02334765
1078.599976,0.022938475
1078.800049,0.022359176
1079,0.022084482
1079.199951,0.021668416
1079.400024,0.021367909
1079.599976,0.021142809
1079.800049,0.020937458
1080,0.020736841
1080.199951,0.020574244
1080.400024,0.020629697
1080.599976,0.020399047
1080.800049,0.02066596
1081,0.020783769
1081.199951,0.020946227
1081.400024,0.021340285
1081.599976,0.021689499
1081.800049,0.022149561
1082,0.022551943
1082.199951,0.023195967
1082.400024,0.023924539
1082.599976,0.024539217
1082.800049,0.025115132
1083,0.025975337
1083.199951,0.026914047
1083.400024,0.027749579
1083.599976,0.028711542
1083.800049,0.029498449
1084,0.030416347
1084.199951,0.031454161
1084.400024,0.032443255
1084.599976,0.033290599
1084.800049,0.034704946
1085,0.035760738
1085.199951,0.037199162
1085.400024,0.038114093
1085.599976,0.039656866
1085.800049,0.041003149
1086,0.042247437
1086.199951,0.043916766
1086.400024,0.045224823
1086.599976,0.046909682
1086.800049,0.048370462
1087,0.049990527
1087.199951,0.051384397
1087.400024,0.053386461
1087.599976,0.054778285
1087.800049,0.0565999
1088,0.057990137
1088.199951,0.059966598
1088.400024,0.061317567
1088.599976,0.062950172
1088.800049,0.064410947
1089,0.065980077
1089.199951,0.06777849
1089.400024,0.069307707
1089.599976,0.070980787
1089.800049,0.072149493
1090,0.074009679
1090.199951,0.075405099
1090.400024,0.077372581
1090.599976,0.078777447
1090.800049,0.080644488
1091,0.082195908
1091.199951,0.084264658
1091.400024,0.085873835
1091.599976,0.087907389
1091.800049,0.089943714
1092,0.092201613
1092.199951,0.094186679
1092.400024,0.096326478
1092.599976,0.098880231
1092.800049,0.10087914
1093,0.103382498
1093.199951,0.105368227
1093.400024,0.108461022
1093.599976,0.110779308
1093.800049,0.113751859
1094,0.115924873
1094.199951,0.11848399
1094.400024,0.121003933
1094.599976,0.123588517
1094.800049,0.125865012
1095,0.127974078
1095.199951,0.130783528
1095.400024,0.133045182
1095.599976,0.135282233
1095.800049,0.137135729
1096,0.139630213
1096.199951,0.14150095
1096.400024,0.143607602
1096.599976,0.145587713
1096.800049,0.147533283
1097,0.14965643
1097.199951,0.151510268
1097.400024,0.153092682
1097.599976,0.154879078
1097.800049,0.156998754
1098,0.158509553
1098.199951,0.160319001
1098.400024,0.16151081
1098.599976,0.163595319
1098.800049,0.165145397
1099,0.166699633
1099.199951,0.168029815
1099.400024,0.169610456
1099.599976,0.171005324
1099.800049,0.17276004
1100,0.173492521
1100.199951,0.174901903
1100.400024,0.176182419
1100.599976,0.177121744
1100.800049,0.178012237
1101,0.178827897
1101.199951,0.179715797
1101.400024,0.180191487
1101.599976,0.180693969
1101.800049,0.180938333
1102,0.181330279
1102.199951,0.18126981
1102.400024,0.181195959
1102.599976,0.18105191
1102.800049,0.180748969
1103,0.180307329
1103.199951,0.179699302
1103.400024,0.178998783
1103.599976,0.178247005
1103.800049,0.177000165
1104,0.17562753
1104.199951,0.174420834
1104.400024,0.173020199
1104.599976,0.170903951
1104.800049,0.169146046
1105,0.167116389
1105.199951,0.165313736
1105.400024,0.162836701
1105.599976,0.160092637
1105.800049,0.157856703
1106,0.155288324
1106.199951,0.153154209
1106.400024,0.149695933
1106.599976,0.147204623
1106.800049,0.14410153
1107,0.141741037
1107.199951,0.138464421
1107.400024,0.13538143
1107.599976,0.132303238
1107.800049,0.129781082
1108,0.12699908
1108.199951,0.123745389
1108.400024,0.121042445
1108.599976,0.118265286
1108.800049,0.115943395
1109,0.112747423
1109.199951,0.110330343
1109.400024,0.107403882
1109.599976,0.10530854
1109.800049,0.102452062
1110,0.100093208
1110.199951,0.097019613
1110.400024,0.095134109
1110.599976,0.092504486
1110.800049,0.089588143
1111,0.087090433
1111.199951,0.084596857
1111.400024,0.082473382
1111.599976,0.079601087
1111.800049,0.077229433
1112,0.07484135
1112.199951,0.072763927
1112.400024,0.069947131
1112.599976,0.067374393
1112.800049,0.064842448
1113,0.063037984
1113.199951,0.060539372
1113.400024,0.058301032
1113.599976,0.056238972
1113.800049,0.054493278
1114,0.052905839
1114.199951,0.050709985
1114.400024,0.049008172
1114.599976,0.04759245
1114.800049,0.046184018
1115,0.044846594
1115.199951,0.043790478
1115.400024,0.042857282
1115.599976,0.041717764
1115.800049,0.040818132
1116,0.040141549
1116.199951,0.039411131
1116.400024,0.038831674
1116.599976,0.038339216
1116.800049,0.038027145
1117,0.037713017
1117.199951,0.037584115
1117.400024,0.037377466
1117.599976,0.037258029
1117.800049,0.037272945
1118,0.037104648
1118.199951,0.037112385
1118.400024,0.037551597
1118.599976,0.037582889
1118.800049,0.037729159
1119,0.037921537
1119.199951,0.038249575
1119.400024,0.038694702
1119.599976,0.039108183
1119.800049,0.039609462
1120,0.040129621
1120.199951,0.040808782
1120.400024,0.04145341
1120.599976,0.042134307
1120.800049,0.042809475
1121,0.044067431
1121.199951,0.045412704
1121.400024,0.046257105
1121.599976,0.047460321
1121.800049,0.04865279
1122,0.050343934
1122.199951,0.051767584
1122.400024,0.053718358
1122.599976,0.055275507
1122.800049,0.057618804
1123,0.059723027
1123.199951,0.062182568
1123.400024,0.064485833
1123.599976,0.066929616
1123.800049,0.069660291
1124,0.072890081
1124.199951,0.075488523
1124.400024,0.078524552
1124.599976,0.082454108
1124.800049,0.085705914
1125,0.089482494
1125.199951,0.092419863
1125.400024,0.097043641
1125.599976,0.100422382
1125.800049,0.104977734
1126,0.108308889
1126.199951,0.1131761
1126.400024,0.118041374
1126.599976,0.122302398
1126.800049,0.126686662
1127,0.130887792
1127.199951,0.136750445
1127.400024,0.141422018
1127.599976,0.14635174
1127.800049,0.15047656
1128,0.156722888
1128.199951,0.161799118
1128.400024,0.167398527
1128.599976,0.172674969
1128.800049,0.178984478
1129,0.185012266
1129.199951,0.191563711
1129.400024,0.197007805
1129.599976,0.203122973
1129.800049,0.210777506
1130,0.216819301
1130.199951,0.223915309
1130.400024,0.230260432
1130.599976,0.238418743
1130.800049,0.245041654
1131,0.253260642
1131.199951,0.260014951
1131.400024,0.269173235
1131.599976,0.277685821
1131.800049,0.286686063
1132,0.294694543
1132.199951,0.303534478
1132.400024,0.313405126
1132.599976,0.322263539
1132.800049,0.331638634
1133,0.340014935
1133.199951,0.351877868
1133.400024,0.362235963
1133.599976,0.373641998
1133.800049,0.382692158
1134,0.394370228
1134.199951,0.405338556
1134.400024,0.417578578
1134.599976,0.427325338
1134.800049,0.43970263
1135,0.452568144
1135.199951,0.463719755
1135.400024,0.475685954
1135.599976,0.48530075
1135.800049,0.498056889
1136,0.508107543
1136.199951,0.51992476
1136.400024,0.528927445
1136.599976,0.541494191
1136.800049,0.551859796
1137,0.563035667
1137.199951,0.571107745
1137.400024,0.580708563
1137.599976,0.59082669
1137.800049,0.599179685
1138,0.607574284
1138.199951,0.615496695
1138.400024,0.625357747
1138.599976,0.632889211
1138.800049,0.642212451
1139,0.649403095
1139.199951,0.658964992
1139.400024,0.66774559
1139.599976,0.677986741
1139.800049,0.686111689
1140,0.696441412
1140.199951,0.707965791
1140.400024,0.719455838
1140.599976,0.729948521
1140.800049,0.742004633
1141,0.75632149
1141.199951,0.769685984
1141.400024,0.783673286
1141.599976,0.795595169
1141.800049,0.814207017
1142,0.82936883
1142.199951,0.846458852
1142.400024,0.861474872
1142.599976,0.880422175
1142.800049,0.897705257
1143,0.91481173
1143.199951,0.93003577
1143.400024,0.946379185
1143.599976,0.967821121
1143.800049,0.983238697
1144,1.000777364
1144.199951,1.016093493
1144.400024,1.033323765
1144.599976,1.048700571
1144.800049,1.064617157
1145,1.079845667
1145.199951,1.097783208
1145.400024,1.11566925
1145.599976,1.131629348
1145.800049,1.149023533
1146,1.164980412
1146.199951,1.186814308
1146.400024,1.203240156
1146.599976,1.224262357
1146.800049,1.243099928
1147,1.268832564
1147.199951,1.292662382
1147.400024,1.318489671
1147.599976,1.34335351
1147.800049,1.373082399
1148,1.404029131
1148.199951,1.43253839
1148.400024,1.461302757
1148.599976,1.490349412
1148.800049,1.528446198
1149,1.557029366
1149.199951,1.591887474
1149.400024,1.618931651
1149.599976,1.655275345
1149.800049,1.685634613
1150,1.709264278
