Wavelength (nm),u
940.4000244,0.005085093
940.5999756,0.005016637
940.7999878,0.005200003
941,0.005102975
941.2000122,0.005074231
941.4000244,0.00506043
941.5999756,0.005099206
941.7999878,0.005099329
942,0.005198954
942.2000122,0.005265669
942.4000244,0.005363098
942.5999756,0.005452324
942.7999878,0.005639928
943,0.00564813
943.2000122,0.005798928
943.4000244,0.005802065
943.5999756,0.005728703
943.7999878,0.005666917
944,0.005734778
944.2000122,0.005937058
944.4000244,0.005959929
944.5999756,0.00591646
944.7999878,0.005975693
945,0.005941661
945.2000122,0.005844718
945.4000244,0.006024544
945.5999756,0.005984917
945.7999878,0.005983019
946,0.006036731
946.2000122,0.00606298
946.4000244,0.005965561
946.5999756,0.006025965
946.7999878,0.005906239
947,0.005907017
947.2000122,0.005978094
947.4000244,0.005988188
947.5999756,0.005997787
947.7999878,0.005934493
948,0.00591753
948.2000122,0.005866479
948.4000244,0.005918216
948.5999756,0.005639501
948.7999878,0.005843883
949,0.005875167
949.2000122,0.005573002
949.4000244,0.005840826
949.5999756,0.005776024
949.7999878,0.005679644
950,0.005650762
950.2000122,0.005603495
950.4000244,0.005657413
950.5999756,0.005667391
950.7999878,0.005523615
951,0.005264973
951.2000122,0.005523122
951.4000244,0.005280217
951.5999756,0.005281037
951.7999878,0.005293475
952,0.005160483
952.2000122,0.005223622
952.4000244,0.005245098
952.5999756,0.005013385
952.7999878,0.004883046
953,0.005139268
953.2000122,0.004800957
953.4000244,0.004689588
953.5999756,0.004815483
953.7999878,0.004535655
954,0.004826693
954.2000122,0.004657438
954.4000244,0.00429231
954.5999756,0.004559798
954.7999878,0.004332681
955,0.004408809
955.2000122,0.00414968
955.4000244,0.004307338
955.5999756,0.004099957
955.7999878,0.004142984
956,0.003798427
956.2000122,0.003684608
956.4000244,0.003683843
956.5999756,0.003488223
956.7999878,0.003659731
957,0.00353553
957.2000122,0.003389569
957.4000244,0.003323895
957.5999756,0.003309774
957.7999878,0.003079144
958,0.003176573
958.2000122,0.00290706
958.4000244,0.003000178
958.5999756,0.002889975
958.7999878,0.002708979
959,0.002760636
959.2000122,0.002650499
959.4000244,0.002558463
959.5999756,0.002476209
959.7999878,0.00248354
960,0.002202041
960.2000122,0.002567065
960.4000244,0.002369558
960.5999756,0.002176398
960.7999878,0.002308754
961,0.002302494
961.2000122,0.002177505
961.4000244,0.002133307
961.5999756,0.001880555
961.7999878,0.002076822
962,0.001962444
962.2000122,0.001879855
962.4000244,0.001917706
962.5999756,0.001862468
962.7999878,0.001677719
963,0.001702907
963.2000122,0.001729743
963.4000244,0.001628081
963.5999756,0.00145042
963.7999878,0.001492657
964,0.001247684
964.2000122,0.001348375
964.4000244,0.001435492
964.5999756,0.001140911
964.7999878,0.001350124
965,0.00123455
965.2000122,0.001225562
965.4000244,0.00119392
965.5999756,0.000917177
965.7999878,0.001000185
966,0.000970689
966.2000122,0.001024253
966.4000244,0.00085868
966.5999756,0.000972104
966.7999878,0.000980681
967,0.000953135
967.2000122,0.000871345
967.4000244,0.000763132
967.5999756,0.000817709
967.7999878,0.000742928
968,0.000786885
968.2000122,0.000760071
968.4000244,0.000740446
968.5999756,0.000825553
968.7999878,0.000810676
969,0.000672304
969.2000122,0.000835471
969.4000244,0.000644738
969.5999756,0.000720435
969.7999878,0.000674351
970,0.00068624
970.2000122,0.000736228
970.4000244,0.00050842
970.5999756,0.000802431
970.7999878,0.000681719
971,0.000647516
971.2000122,0.000674028
971.4000244,0.000568526
971.5999756,0.00059928
971.7999878,0.000608723
972,0.000630839
972.2000122,0.000488216
972.4000244,0.000649421
972.5999756,0.00045368
972.7999878,0.00059727
973,0.000529657
973.2000122,0.000583613
973.4000244,0.00059451
973.5999756,0.000591799
973.7999878,0.000336381
974,0.000501963
974.2000122,0.000574464
974.4000244,0.000551376
974.5999756,0.000521468
974.7999878,0.00042323
975,0.000412275
975.2000122,0.000555327
975.4000244,0.000447121
975.5999756,0.000528268
975.7999878,0.000520606
976,0.000257886
976.2000122,0.000469418
976.4000244,0.000545878
976.5999756,0.000430789
976.7999878,0.00046608
977,0.00061151
977.2000122,0.000365741
977.4000244,0.000585874
977.5999756,0.000477949
977.7999878,0.000443201
978,0.000416835
978.2000122,0.000444122
978.4000244,0.000366525
978.5999756,0.00058068
978.7999878,0.000427477
979,0.000404209
979.2000122,0.000510371
979.4000244,0.000493245
979.5999756,0.000373686
979.7999878,0.000557208
980,0.000482024
980.2000122,0.000440403
980.4000244,0.000368811
980.5999756,0.00045654
980.7999878,0.000395176
981,0.000333644
981.2000122,0.000561492
981.4000244,0.000487425
981.5999756,0.000586004
981.7999878,0.000441608
982,0.000313666
982.2000122,0.000487323
982.4000244,0.000553872
982.5999756,0.000428616
982.7999878,0.000423647
983,0.000594218
983.2000122,0.000326505
983.4000244,0.000567994
983.5999756,0.000330373
983.7999878,0.000377656
984,0.000321408
984.2000122,0.000344756
984.4000244,0.000396324
984.5999756,0.000479113
984.7999878,0.000422347
985,0.000429594
985.2000122,0.000430265
985.4000244,0.000460162
985.5999756,0.000460567
985.7999878,0.000529329
986,0.00030276
986.2000122,0.000408534
986.4000244,0.000414171
986.5999756,0.000571062
986.7999878,0.000393848
987,0.000543063
987.2000122,0.000418003
987.4000244,0.000466071
987.5999756,0.000514343
987.7999878,0.000460523
988,0.000552588
988.2000122,0.00040954
988.4000244,0.000467217
988.5999756,0.000369623
988.7999878,0.00056222
989,0.000405995
989.2000122,0.000501963
989.4000244,0.000609643
989.5999756,0.000567614
989.7999878,0.00046705
990,0.000541008
990.2000122,0.000492287
990.4000244,0.000614151
990.5999756,0.000730357
990.7999878,0.00050352
991,0.000612678
991.2000122,0.000601476
991.4000244,0.000428105
991.5999756,0.000538178
991.7999878,0.000583186
992,0.00051236
992.2000122,0.00055634
992.4000244,0.000627205
992.5999756,0.000750424
992.7999878,0.000493215
993,0.000565606
993.2000122,0.000826474
993.4000244,0.000467294
993.5999756,0.000721936
993.7999878,0.000715979
994,0.00061917
994.2000122,0.000606521
994.4000244,0.000657966
994.5999756,0.000576373
994.7999878,0.000694458
995,0.000731105
995.2000122,0.000783186
995.4000244,0.000799952
995.5999756,0.000769649
995.7999878,0.000629615
996,0.000765851
996.2000122,0.000648058
996.4000244,0.000816928
996.5999756,0.000820187
996.7999878,0.000793718
997,0.000840533
997.2000122,0.000855291
997.4000244,0.000954605
997.5999756,0.000915377
997.7999878,0.000892179
998,0.000888564
998.2000122,0.000866787
998.4000244,0.001008219
998.5999756,0.001004592
998.7999878,0.000850584
999,0.000909658
999.2000122,0.000922857
999.4000244,0.000999633
999.5999756,0.001024168
999.7999878,0.001036591
1000,0.001142115
1000.200012,0.001201995
1000.400024,0.001242822
1000.599976,0.001094002
1000.799988,0.0011252
1001,0.001229847
1001.200012,0.001354064
1001.400024,0.001283087
1001.599976,0.001410384
1001.799988,0.001416688
1002,0.001262066
1002.200012,0.001416093
1002.400024,0.001477864
1002.599976,0.001647301
1002.799988,0.001720242
1003,0.001797301
1003.200012,0.001793465
1003.400024,0.001626613
1003.599976,0.001964354
1003.799988,0.00178292
1004,0.002026152
1004.200012,0.002029233
1004.400024,0.002083381
1004.599976,0.002074544
1004.799988,0.002326231
1005,0.002333938
1005.200012,0.002569699
1005.400024,0.002466517
1005.599976,0.002521331
1005.799988,0.00290673
1006,0.002866664
1006.200012,0.00304796
1006.400024,0.003032447
1006.599976,0.003262623
1006.799988,0.003567354
1007,0.003648966
1007.200012,0.003777269
1007.400024,0.003931708
1007.599976,0.00425241
1007.799988,0.004344598
1008,0.004697601
1008.200012,0.004731422
1008.400024,0.005067118
1008.599976,0.005142709
1008.799988,0.005659162
1009,0.005801263
1009.200012,0.006064032
1009.400024,0.006485499
1009.599976,0.006631828
1009.799988,0.006957534
1010,0.007383603
1010.200012,0.007470742
1010.400024,0.00793436
1010.599976,0.008481955
1010.799988,0.008727753
1011,0.008889552
1011.200012,0.009378407
1011.400024,0.009782433
1011.599976,0.009936942
1011.799988,0.010453794
1012,0.010802309
1012.200012,0.011365689
1012.400024,0.011601161
1012.599976,0.012250299
1012.799988,0.012463189
1013,0.01293835
1013.200012,0.013317882
1013.400024,0.013846397
1013.599976,0.014251485
1013.799988,0.014597521
1014,0.015239306
1014.200012,0.015532029
1014.400024,0.016006574
1014.599976,0.016472945
1014.799988,0.016826203
1015,0.01720581
1015.200012,0.017597057
1015.400024,0.018029375
1015.599976,0.018578306
1015.799988,0.019116223
1016,0.019334385
1016.200012,0.019867398
1016.400024,0.020157509
1016.599976,0.020633396
1016.799988,0.020910129
1017,0.021337602
1017.200012,0.021779833
1017.400024,0.022161908
1017.599976,0.022581069
1017.799988,0.023199137
1018,0.023628552
1018.200012,0.023983615
1018.400024,0.024416003
1018.599976,0.025086943
1018.799988,0.025270775
1019,0.025810441
1019.200012,0.026221165
1019.400024,0.026753079
1019.599976,0.027074726
1019.799988,0.027508521
1020,0.027921874
1020.200012,0.028278204
1020.400024,0.028515916
1020.599976,0.028654814
1020.799988,0.029133379
1021,0.029345145
1021.200012,0.029700875
1021.400024,0.029618666
1021.599976,0.029942466
1021.799988,0.030171607
1022,0.030108985
1022.200012,0.030099245
1022.400024,0.030062757
1022.599976,0.030183187
1022.799988,0.030008633
1023,0.030097112
1023.200012,0.029925572
1023.400024,0.029733926
1023.599976,0.029688085
1023.799988,0.029466458
1024,0.029332548
1024.199951,0.029307779
1024.400024,0.028855776
1024.599976,0.028757967
1024.800049,0.028483311
1025,0.028420849
1025.199951,0.027860247
1025.400024,0.027958233
1025.599976,0.027537543
1025.800049,0.027327217
1026,0.027046047
1026.199951,0.026841484
1026.400024,0.026394602
1026.599976,0.026078984
1026.800049,0.025662076
1027,0.025481658
1027.199951,0.024982985
1027.400024,0.024584256
1027.599976,0.024428755
1027.800049,0.024045043
1028,0.02366584
1028.199951,0.023365144
1028.400024,0.02308413
1028.599976,0.022593837
1028.800049,0.022372548
1029,0.022005739
1029.199951,0.021627735
1029.400024,0.021327164
1029.599976,0.020905042
1029.800049,0.020448018
1030,0.020067092
1030.199951,0.01974465
1030.400024,0.019396748
1030.599976,0.019183038
1030.800049,0.018608589
1031,0.018488623
1031.199951,0.018119896
1031.400024,0.017732799
1031.599976,0.017345294
1031.800049,0.017227547
1032,0.016637234
1032.199951,0.016305732
1032.400024,0.016153594
1032.599976,0.015811088
1032.800049,0.015541748
1033,0.015156128
1033.199951,0.014876995
1033.400024,0.014486523
1033.599976,0.014289537
1033.800049,0.014116414
1034,0.013699809
1034.199951,0.013496621
1034.400024,0.013363067
1034.599976,0.013133649
1034.800049,0.012777612
1035,0.012741124
1035.199951,0.012431899
1035.400024,0.012261674
1035.599976,0.012184625
1035.800049,0.011966462
1036,0.011855213
1036.199951,0.011719884
1036.400024,0.011521699
1036.599976,0.011465972
1036.800049,0.011379494
1037,0.011291045
1037.199951,0.011215174
1037.400024,0.011136404
1037.599976,0.011038025
1037.800049,0.011022232
1038,0.010944575
1038.199951,0.010897729
1038.400024,0.010751808
1038.599976,0.010759714
1038.800049,0.010736478
1039,0.010632685
1039.199951,0.010775697
1039.400024,0.01077681
1039.599976,0.010623298
1039.800049,0.01071008
1040,0.010798431
1040.199951,0.010827729
1040.400024,0.010839126
1040.599976,0.010769936
1040.800049,0.010872245
1041,0.010947502
1041.199951,0.010949904
1041.400024,0.01120913
1041.599976,0.011146343
1041.800049,0.011088977
1042,0.01132296
1042.199951,0.011354139
1042.400024,0.011569873
1042.599976,0.01158187
1042.800049,0.011883545
1043,0.011817288
1043.199951,0.012062986
1043.400024,0.012073341
1043.599976,0.012263545
1043.800049,0.012478041
1044,0.012629443
1044.199951,0.012745744
1044.400024,0.012884705
1044.599976,0.013283599
1044.800049,0.013270183
1045,0.013564507
1045.199951,0.013888785
1045.400024,0.014211528
1045.599976,0.014255138
1045.800049,0.014388737
1046,0.014806937
1046.199951,0.015201489
1046.400024,0.015524094
1046.599976,0.015688982
1046.800049,0.016145863
1047,0.016419329
1047.199951,0.016542101
1047.400024,0.016925668
1047.599976,0.017458091
1047.800049,0.017703868
1048,0.017997984
1048.199951,0.01843594
1048.400024,0.018665077
1048.599976,0.019380223
1048.800049,0.01957335
1049,0.019772274
1049.199951,0.020087183
1049.400024,0.020702951
1049.599976,0.020959597
1049.800049,0.021344395
1050,0.021654001
1050.199951,0.022195805
1050.400024,0.022657696
1050.599976,0.023094069
1050.800049,0.023396164
1051,0.023855317
1051.199951,0.024263319
1051.400024,0.024725534
1051.599976,0.025133943
1051.800049,0.025439572
1052,0.025976779
1052.199951,0.026256595
1052.400024,0.026692048
1052.599976,0.027339378
1052.800049,0.027745072
1053,0.028330844
1053.199951,0.028583748
1053.400024,0.029007867
1053.599976,0.029520938
1053.800049,0.030010203
1054,0.030389326
1054.199951,0.030753978
1054.400024,0.031268857
1054.599976,0.031714816
1054.800049,0.032191545
1055,0.032407336
1055.199951,0.032757297
1055.400024,0.033647705
1055.599976,0.033998992
1055.800049,0.034461956
1056,0.034845494
1056.199951,0.035245575
1056.400024,0.035734281
1056.599976,0.036195155
1056.800049,0.036583237
1057,0.036983263
1057.199951,0.037303369
1057.400024,0.037599053
1057.599976,0.038064193
1057.800049,0.038368516
1058,0.038497392
1058.199951,0.038860541
1058.400024,0.039202426
1058.599976,0.039501064
1058.800049,0.039594281
1059,0.039797641
1059.199951,0.039839569
1059.400024,0.040010538
1059.599976,0.040014558
1059.800049,0.039977945
1060,0.039998144
1060.199951,0.040156946
1060.400024,0.04020356
1060.599976,0.040038999
1060.800049,0.039868504
1061,0.040028375
1061.199951,0.039934829
1061.400024,0.039815575
1061.599976,0.039920107
1061.800049,0.039811879
1062,0.039711334
1062.199951,0.039758801
1062.400024,0.039655287
1062.599976,0.039317783
1062.800049,0.039257724
1063,0.039200801
1063.199951,0.039137445
1063.400024,0.038841959
1063.599976,0.038809296
1063.800049,0.038713127
1064,0.038467035
1064.199951,0.038085818
1064.400024,0.037674014
1064.599976,0.03752232
1064.800049,0.037194077
1065,0.036612421
1065.199951,0.036412653
1065.400024,0.035639673
1065.599976,0.035490904
1065.800049,0.034731194
1066,0.034234528
1066.199951,0.033635583
1066.400024,0.033246838
1066.599976,0.032687631
1066.800049,0.032104321
1067,0.031466249
1067.199951,0.031041907
1067.400024,0.030464854
1067.599976,0.029927716
1067.800049,0.029485062
1068,0.028941289
1068.199951,0.028684713
1068.400024,0.028024344
1068.599976,0.027619231
1068.800049,0.027092954
1069,0.026693169
1069.199951,0.026151728
1069.400024,0.025803421
1069.599976,0.025407329
1069.800049,0.024976259
1070,0.024580054
1070.199951,0.024286471
1070.400024,0.023679798
1070.599976,0.023260184
1070.800049,0.023096338
1071,0.022414822
1071.199951,0.022271983
1071.400024,0.021708312
1071.599976,0.021433754
1071.800049,0.02081628
1072,0.020563092
1072.199951,0.02014976
1072.400024,0.019825313
1072.599976,0.019596221
1072.800049,0.019147512
1073,0.018711843
1073.199951,0.018449141
1073.400024,0.01826274
1073.599976,0.017919842
1073.800049,0.017683465
1074,0.017220259
1074.199951,0.017109962
1074.400024,0.016618274
1074.599976,0.016470291
1074.800049,0.016174702
1075,0.016080128
1075.199951,0.015870454
1075.400024,0.015516812
1075.599976,0.015281731
1075.800049,0.015049426
1076,0.014955985
1076.199951,0.014647974
1076.400024,0.014407179
1076.599976,0.014118074
1076.800049,0.013911325
1077,0.013895068
1077.199951,0.013519716
1077.400024,0.013483261
1077.599976,0.013174914
1077.800049,0.01309422
1078,0.012890221
1078.199951,0.012730448
1078.400024,0.012424646
1078.599976,0.012513684
1078.800049,0.012262337
1079,0.012187608
1079.199951,0.012016539
1079.400024,0.011940134
1079.599976,0.011990603
1079.800049,0.011813522
1080,0.011551472
1080.199951,0.011582823
1080.400024,0.011253614
1080.599976,0.011310183
1080.800049,0.011234343
1081,0.011185421
1081.199951,0.01115561
1081.400024,0.011095928
1081.599976,0.010935234
1081.800049,0.010923662
1082,0.01072537
1082.199951,0.010673124
1082.400024,0.010714888
1082.599976,0.010514557
1082.800049,0.010503873
1083,0.010150941
1083.199951,0.010393783
1083.400024,0.010240746
1083.599976,0.010253839
1083.800049,0.010364383
1084,0.010078836
1084.199951,0.01008695
1084.400024,0.010167899
1084.599976,0.009987394
1084.800049,0.009872388
1085,0.010016393
1085.199951,0.010013224
1085.400024,0.009915112
1085.599976,0.010038982
1085.800049,0.01004098
1086,0.009849872
1086.199951,0.010127385
1086.400024,0.009982459
1086.599976,0.009965967
1086.800049,0.009993618
1087,0.010029315
1087.199951,0.010107383
1087.400024,0.010253439
1087.599976,0.010024678
1087.800049,0.010230046
1088,0.010048264
1088.199951,0.010275803
1088.400024,0.010142786
1088.599976,0.010077941
1088.800049,0.01011976
1089,0.010114943
1089.199951,0.010183071
1089.400024,0.010244381
1089.599976,0.010229234
1089.800049,0.010046124
1090,0.010156654
1090.199951,0.010205997
1090.400024,0.010203354
1090.599976,0.010053768
1090.800049,0.010318869
1091,0.010128623
1091.199951,0.010240991
1091.400024,0.010141166
1091.599976,0.010062289
1091.800049,0.010112801
1092,0.010435784
1092.199951,0.010290178
1092.400024,0.010397407
1092.599976,0.01051067
1092.800049,0.010546355
1093,0.010391625
1093.199951,0.010639044
1093.400024,0.010731918
1093.599976,0.010865998
1093.800049,0.010977705
1094,0.010889274
1094.199951,0.011064154
1094.400024,0.011194143
1094.599976,0.011249667
1094.800049,0.011442533
1095,0.011356683
1095.199951,0.011442816
1095.400024,0.01156689
1095.599976,0.01159729
1095.800049,0.011555369
1096,0.011794776
1096.199951,0.011797038
1096.400024,0.011854847
1096.599976,0.0120914
1096.800049,0.012228081
1097,0.012337112
1097.199951,0.012369475
1097.400024,0.012402973
1097.599976,0.012557473
1097.800049,0.012770058
1098,0.012811704
1098.199951,0.012914528
1098.400024,0.013112575
1098.599976,0.013045941
1098.800049,0.013223551
1099,0.013400645
1099.199951,0.013533596
1099.400024,0.013633627
1099.599976,0.013649461
1099.800049,0.014032002
1100,0.013972919
1100.199951,0.014372977
1100.400024,0.014584024
1100.599976,0.014550141
1100.800049,0.014674842
1101,0.01486278
1101.199951,0.015243396
1101.400024,0.015329091
1101.599976,0.015589999
1101.800049,0.015885344
1102,0.015952781
1102.199951,0.01614319
1102.400024,0.016292589
1102.599976,0.016580541
1102.800049,0.016705463
1103,0.017112717
1103.199951,0.017190728
1103.400024,0.017535692
1103.599976,0.017679453
1103.800049,0.018087834
1104,0.018201867
1104.199951,0.018589225
1104.400024,0.018893611
1104.599976,0.01911913
1104.800049,0.019428719
1105,0.019837912
1105.199951,0.02005234
1105.400024,0.020286569
1105.599976,0.020610748
1105.800049,0.020995533
1106,0.021206729
1106.199951,0.021633882
1106.400024,0.022052124
1106.599976,0.022150587
1106.800049,0.022555932
1107,0.022882352
1107.199951,0.023481211
1107.400024,0.023737906
1107.599976,0.023934258
1107.800049,0.024453737
1108,0.024863105
1108.199951,0.025341045
1108.400024,0.025707521
1108.599976,0.026390493
1108.800049,0.026687277
1109,0.027190708
1109.199951,0.027843295
1109.400024,0.028549664
1109.599976,0.028890815
1109.800049,0.029664725
1110,0.030431975
1110.199951,0.031103401
1110.400024,0.031762302
1110.599976,0.032500692
1110.800049,0.033171047
1111,0.03400052
1111.199951,0.034743581
1111.400024,0.035406511
1111.599976,0.03633067
1111.800049,0.036827549
1112,0.037926767
1112.199951,0.038506955
1112.400024,0.039399076
1112.599976,0.040153425
1112.800049,0.041094452
1113,0.041971333
1113.199951,0.042626929
1113.400024,0.043589592
1113.599976,0.044272594
1113.800049,0.045223165
1114,0.046160281
1114.199951,0.04714166
1114.400024,0.04790974
1114.599976,0.049218412
1114.800049,0.050071411
1115,0.051309459
1115.199951,0.05244891
1115.400024,0.053813919
1115.599976,0.054769952
1115.800049,0.056217168
1116,0.05784069
1116.199951,0.059193641
1116.400024,0.060814723
1116.599976,0.062005468
1116.800049,0.063900851
1117,0.065520138
1117.199951,0.067520633
1117.400024,0.06881889
1117.599976,0.071073353
1117.800049,0.073207714
1118,0.075177871
1118.199951,0.0770173
1118.400024,0.079673983
1118.599976,0.081838071
1118.800049,0.084114246
1119,0.086158834
1119.199951,0.088370629
1119.400024,0.091194414
1119.599976,0.093450747
1119.800049,0.09614408
1120,0.098519772
1120.199951,0.101695873
1120.400024,0.104292527
1120.599976,0.107426278
1120.800049,0.110058203
1121,0.113817759
1121.199951,0.117371872
1121.400024,0.120899737
1121.599976,0.124372333
1121.800049,0.127827555
1122,0.132706419
1122.199951,0.136533812
1122.400024,0.14105989
1122.599976,0.145215362
1122.800049,0.150915116
1123,0.155875906
1123.199951,0.161632374
1123.400024,0.166617841
1123.599976,0.172325462
1123.800049,0.17836307
1124,0.18461588
1124.199951,0.190355763
1124.400024,0.196742311
1124.599976,0.204160929
1124.800049,0.210489124
1125,0.21740447
1125.199951,0.222812101
1125.400024,0.230809256
1125.599976,0.236960545
1125.800049,0.244546548
1126,0.250465393
1126.199951,0.258161664
1126.400024,0.265866578
1126.599976,0.272714704
1126.800049,0.279156834
1127,0.285680622
1127.199951,0.294146299
1127.400024,0.301002264
1127.599976,0.308492363
1127.800049,0.314459592
1128,0.323096603
1128.199951,0.330375254
1128.400024,0.338647395
1128.599976,0.346100271
1128.800049,0.35478431
1129,0.3632496
1129.199951,0.372385234
1129.400024,0.37998873
1129.599976,0.388870746
1129.800049,0.39944911
1130,0.407952726
1130.199951,0.417560607
1130.400024,0.426517189
1130.599976,0.437807351
1130.800049,0.447273612
1131,0.458384961
1131.199951,0.467783272
1131.400024,0.4809196
1131.599976,0.492437929
1131.800049,0.505084992
1132,0.516465902
1132.199951,0.528784394
1132.400024,0.543099821
1132.599976,0.555422068
1132.800049,0.568906009
1133,0.5805372
1133.199951,0.597470284
1133.400024,0.611710489
1133.599976,0.628040731
1133.800049,0.640955031
1134,0.657369673
1134.199951,0.672801733
1134.400024,0.68963629
1134.599976,0.703730583
1134.800049,0.720621228
1135,0.738393426
1135.199951,0.753404081
1135.400024,0.770039976
1135.599976,0.782960951
1135.800049,0.800456226
1136,0.813780367
1136.199951,0.829102576
1136.400024,0.840776622
1136.599976,0.856838584
1136.800049,0.869556546
1137,0.883088231
1137.199951,0.892563939
1137.400024,0.903707564
1137.599976,0.914558947
1137.800049,0.922889054
1138,0.930959702
1138.199951,0.938715816
1138.400024,0.947260201
1138.599976,0.953143179
1138.800049,0.96063
1139,0.965902031
1139.199951,0.972459078
1139.400024,0.978485286
1139.599976,0.984797835
1139.800049,0.989815235
1140,0.996124864
1140.199951,1.003468871
1140.400024,1.009570837
1140.599976,1.0150913
1140.800049,1.022472024
1141,1.030627847
1141.199951,1.038426757
1141.400024,1.045697808
1141.599976,1.052320361
1141.800049,1.062555552
1142,1.070348501
1142.199951,1.078631878
1142.400024,1.086041451
1142.599976,1.095583081
1142.800049,1.103672147
1143,1.111356735
1143.199951,1.117527962
1143.400024,1.123666525
1143.599976,1.13172996
1143.800049,1.136797667
1144,1.142025948
1144.199951,1.147167921
1144.400024,1.15149045
1144.599976,1.155734301
1144.800049,1.158919454
1145,1.163160563
1145.199951,1.166902661
1145.400024,1.171543598
1145.599976,1.1755898
1145.800049,1.181353092
1146,1.186179519
1146.199951,1.194633365
1146.400024,1.200049877
1146.599976,1.208994865
1146.800049,1.217758417
1147,1.230380416
1147.199951,1.243399501
1147.400024,1.257544994
1147.599976,1.272097468
1147.800049,1.289288521
1148,1.308796763
1148.199951,1.326719999
1148.400024,1.346580982
1148.599976,1.366728306
1148.800049,1.394381046
1149,1.415552139
1149.199951,1.442378402
1149.400024,1.463535428
1149.599976,1.493472576
1149.800049,1.519973516
1150,1.547368288
