Wavelength (nm),zs
940.5999756,0.042617779
940.7999878,0.038110308
941,0.034302309
941.2000122,0.031185325
941.4000244,0.027835215
941.5999756,0.025290508
941.7999878,0.022849603
942,0.02158876
942.2000122,0.019584591
942.4000244,0.018393222
942.5999756,0.016996242
942.7999878,0.016089549
943,0.015206066
943.2000122,0.014341388
943.4000244,0.013536981
943.5999756,0.012910082
943.7999878,0.012237225
944,0.011624097
944.2000122,0.011237649
944.4000244,0.010791552
944.5999756,0.01026354
944.7999878,0.010013958
945,0.009490296
945.2000122,0.009109913
945.4000244,0.008915933
945.5999756,0.0087021
945.7999878,0.008247977
946,0.008104585
946.2000122,0.007944588
946.4000244,0.007458229
946.5999756,0.007602808
946.7999878,0.00740723
947,0.006877803
947.2000122,0.006993912
947.4000244,0.006714293
947.5999756,0.0067264
947.7999878,0.006465355
948,0.006397458
948.2000122,0.006345373
948.4000244,0.006118986
948.5999756,0.006101444
948.7999878,0.006020329
949,0.005980633
949.2000122,0.005581714
949.4000244,0.00580298
949.5999756,0.005435267
949.7999878,0.005869011
950,0.005641828
950.2000122,0.005616974
950.4000244,0.005417132
950.5999756,0.005605008
950.7999878,0.005519714
951,0.005235014
951.2000122,0.00552721
951.4000244,0.005286561
951.5999756,0.005273174
951.7999878,0.005357335
952,0.005311143
952.2000122,0.005317959
952.4000244,0.005249711
952.5999756,0.00496491
952.7999878,0.005118623
953,0.005008541
953.2000122,0.005050594
953.4000244,0.005053342
953.5999756,0.005145285
953.7999878,0.004881655
954,0.005150833
954.2000122,0.004795126
954.4000244,0.00473065
954.5999756,0.004909328
954.7999878,0.004882195
955,0.004787768
955.2000122,0.004703188
955.4000244,0.004903673
955.5999756,0.004745374
955.7999878,0.004737523
956,0.004481239
956.2000122,0.004390315
956.4000244,0.004495969
956.5999756,0.004431799
956.7999878,0.004297641
957,0.004444961
957.2000122,0.004298775
957.4000244,0.0042594
957.5999756,0.004138802
957.7999878,0.004155881
958,0.003995323
958.2000122,0.004041797
958.4000244,0.00395507
958.5999756,0.004001465
958.7999878,0.003783598
959,0.003861062
959.2000122,0.003777851
959.4000244,0.003599236
959.5999756,0.003655084
959.7999878,0.003762102
960,0.003656788
960.2000122,0.003757714
960.4000244,0.003715402
960.5999756,0.003418772
960.7999878,0.00363131
961,0.003684886
961.2000122,0.003442702
961.4000244,0.003505304
961.5999756,0.003528602
961.7999878,0.003484455
962,0.00339922
962.2000122,0.003426961
962.4000244,0.003437563
962.5999756,0.003615442
962.7999878,0.003275828
963,0.003253905
963.2000122,0.003252423
963.4000244,0.003134398
963.5999756,0.003145759
963.7999878,0.00331389
964,0.002898038
964.2000122,0.00299222
964.4000244,0.003015761
964.5999756,0.002800933
964.7999878,0.002865322
965,0.002821249
965.2000122,0.002765917
965.4000244,0.002770506
965.5999756,0.002670657
965.7999878,0.002578356
966,0.002489801
966.2000122,0.002691214
966.4000244,0.002569378
966.5999756,0.002568773
966.7999878,0.002516685
967,0.002525125
967.2000122,0.002493276
967.4000244,0.002354564
967.5999756,0.002404802
967.7999878,0.002355627
968,0.002166692
968.2000122,0.002268618
968.4000244,0.002144204
968.5999756,0.002280457
968.7999878,0.002228419
969,0.002066724
969.2000122,0.002292411
969.4000244,0.002123495
969.5999756,0.002044526
969.7999878,0.002076248
970,0.002090879
970.2000122,0.002233161
970.4000244,0.001869766
970.5999756,0.002091871
970.7999878,0.002012716
971,0.002098861
971.2000122,0.00191921
971.4000244,0.001792741
971.5999756,0.001973898
971.7999878,0.001910099
972,0.00198125
972.2000122,0.00185576
972.4000244,0.001801511
972.5999756,0.001935944
972.7999878,0.001824367
973,0.001782117
973.2000122,0.001784356
973.4000244,0.001619814
973.5999756,0.001674644
973.7999878,0.001577238
974,0.001670276
974.2000122,0.001753998
974.4000244,0.001682101
974.5999756,0.001610154
974.7999878,0.00152507
975,0.001620425
975.2000122,0.001567571
975.4000244,0.001549992
975.5999756,0.001661507
975.7999878,0.001579504
976,0.001278307
976.2000122,0.001463784
976.4000244,0.001530668
976.5999756,0.00144954
976.7999878,0.001499325
977,0.001540549
977.2000122,0.001349434
977.4000244,0.00154232
977.5999756,0.001367546
977.7999878,0.001383323
978,0.001421843
978.2000122,0.001372573
978.4000244,0.001384341
978.5999756,0.001415035
978.7999878,0.001274112
979,0.001384806
979.2000122,0.001291317
979.4000244,0.001267522
979.5999756,0.001204302
979.7999878,0.001319412
980,0.001193276
980.2000122,0.001251128
980.4000244,0.001132919
980.5999756,0.001251705
980.7999878,0.001205972
981,0.00103772
981.2000122,0.001366359
981.4000244,0.00133329
981.5999756,0.001236402
981.7999878,0.001185997
982,0.000946405
982.2000122,0.001171693
982.4000244,0.00107955
982.5999756,0.001083437
982.7999878,0.001014226
983,0.001093621
983.2000122,0.001093456
983.4000244,0.001099405
983.5999756,0.000910471
983.7999878,0.001084341
984,0.001050831
984.2000122,0.000895147
984.4000244,0.001031603
984.5999756,0.001096049
984.7999878,0.001027639
985,0.000880745
985.2000122,0.000982115
985.4000244,0.000972559
985.5999756,0.000890382
985.7999878,0.001003989
986,0.000921404
986.2000122,0.000882847
986.4000244,0.001051786
986.5999756,0.000956943
986.7999878,0.000871063
987,0.000950848
987.2000122,0.001110458
987.4000244,0.001025509
987.5999756,0.000940842
987.7999878,0.001049596
988,0.000990747
988.2000122,0.000922131
988.4000244,0.000924536
988.5999756,0.000923979
988.7999878,0.000929379
989,0.000940942
989.2000122,0.000905634
989.4000244,0.001111234
989.5999756,0.000973191
989.7999878,0.001034837
990,0.000949849
990.2000122,0.000975107
990.4000244,0.001056798
990.5999756,0.001137784
990.7999878,0.001022383
991,0.001083355
991.2000122,0.00108343
991.4000244,0.000967437
991.5999756,0.000937273
991.7999878,0.001028565
992,0.001126802
992.2000122,0.001063617
992.4000244,0.001110779
992.5999756,0.001182161
992.7999878,0.001119341
993,0.001090878
993.2000122,0.001128215
993.4000244,0.000916432
993.5999756,0.001182964
993.7999878,0.001160743
994,0.001217878
994.2000122,0.001136736
994.4000244,0.00129588
994.5999756,0.001161485
994.7999878,0.001230112
995,0.001238876
995.2000122,0.00137062
995.4000244,0.001287309
995.5999756,0.001120392
995.7999878,0.001250349
996,0.001307261
996.2000122,0.001259232
996.4000244,0.001375463
996.5999756,0.001356237
996.7999878,0.001321634
997,0.001277512
997.2000122,0.001346183
997.4000244,0.001409593
997.5999756,0.001195153
997.7999878,0.001218813
998,0.00144257
998.2000122,0.001276577
998.4000244,0.00146861
998.5999756,0.001355782
998.7999878,0.001179983
999,0.001270241
999.2000122,0.001348545
999.4000244,0.001280064
999.5999756,0.001400517
999.7999878,0.001173306
1000,0.001217199
1000.200012,0.001358982
1000.400024,0.001433277
1000.599976,0.001322324
1000.799988,0.001306716
1001,0.001189719
1001.200012,0.001483782
1001.400024,0.00147647
1001.599976,0.001409426
1001.799988,0.001333449
1002,0.001308858
1002.200012,0.001317413
1002.400024,0.001366326
1002.599976,0.001355999
1002.799988,0.001455722
1003,0.001418229
1003.200012,0.001330773
1003.400024,0.001116533
1003.599976,0.001355676
1003.799988,0.001220883
1004,0.00112153
1004.200012,0.001210451
1004.400024,0.001297129
1004.599976,0.001315296
1004.799988,0.001155124
1005,0.001329665
1005.200012,0.001301063
1005.400024,0.001231825
1005.599976,0.001201709
1005.799988,0.001285417
1006,0.001110552
1006.200012,0.001231139
1006.400024,0.001043825
1006.599976,0.001052476
1006.799988,0.001307783
1007,0.001085497
1007.200012,0.001079677
1007.400024,0.001113449
1007.599976,0.001239559
1007.799988,0.001012896
1008,0.001099054
1008.200012,0.00099188
1008.400024,0.000991635
1008.599976,0.001071154
1008.799988,0.001053574
1009,0.001030514
1009.200012,0.001087663
1009.400024,0.00118057
1009.599976,0.001033343
1009.799988,0.001149624
1010,0.001044226
1010.200012,0.000851449
1010.400024,0.000971231
1010.599976,0.001020636
1010.799988,0.000956513
1011,0.000877191
1011.200012,0.000999954
1011.400024,0.000737266
1011.599976,0.000771881
1011.799988,0.000883373
1012,0.001012875
1012.200012,0.00089602
1012.400024,0.000917128
1012.599976,0.000965876
1012.799988,0.000946664
1013,0.000942714
1013.200012,0.000897076
1013.400024,0.000797406
1013.599976,0.001027788
1013.799988,0.000915528
1014,0.000875949
1014.200012,0.001005082
1014.400024,0.000912615
1014.599976,0.001070647
1014.799988,0.000885614
1015,0.000891049
1015.200012,0.000853674
1015.400024,0.000925218
1015.599976,0.000775056
1015.799988,0.000877195
1016,0.000776419
1016.200012,0.0009557
1016.400024,0.000926854
1016.599976,0.000926537
1016.799988,0.000916732
1017,0.000847881
1017.200012,0.001041341
1017.400024,0.000903482
1017.599976,0.000917433
1017.799988,0.001009768
1018,0.001016474
1018.200012,0.001095224
1018.400024,0.001116362
1018.599976,0.001125997
1018.799988,0.001112844
1019,0.001068328
1019.200012,0.001096523
1019.400024,0.001145167
1019.599976,0.001090509
1019.799988,0.001255071
1020,0.00106625
1020.200012,0.001241748
1020.400024,0.00123211
1020.599976,0.001171901
1020.799988,0.001333225
1021,0.001165916
1021.200012,0.001407003
1021.400024,0.001153877
1021.599976,0.001326061
1021.799988,0.001359051
1022,0.001354755
1022.200012,0.001386251
1022.400024,0.001387295
1022.599976,0.001401278
1022.799988,0.001334688
1023,0.001328734
1023.200012,0.001365091
1023.400024,0.001412832
1023.599976,0.001387776
1023.799988,0.001516771
1024,0.001511343
1024.199951,0.001693861
1024.400024,0.001438252
1024.599976,0.001545807
1024.800049,0.001397621
1025,0.001578316
1025.199951,0.001408324
1025.400024,0.001588942
1025.599976,0.001600725
1025.800049,0.001616919
1026,0.001619703
1026.199951,0.001569647
1026.400024,0.001710384
1026.599976,0.001621807
1026.800049,0.001607852
1027,0.001787257
1027.199951,0.001595752
1027.400024,0.001695564
1027.599976,0.001708931
1027.800049,0.001674438
1028,0.001803035
1028.199951,0.00175473
1028.400024,0.001700828
1028.599976,0.001592647
1028.800049,0.001849314
1029,0.001782886
1029.199951,0.001714482
1029.400024,0.001663483
1029.599976,0.001864227
1029.800049,0.001668335
1030,0.00175379
1030.199951,0.001673064
1030.400024,0.001820116
1030.599976,0.001760219
1030.800049,0.001782096
1031,0.00171551
1031.199951,0.001842739
1031.400024,0.001842996
1031.599976,0.001771188
1031.800049,0.001963111
1032,0.001890439
1032.199951,0.001686096
1032.400024,0.001790388
1032.599976,0.001776313
1032.800049,0.001862061
1033,0.001736522
1033.199951,0.001864058
1033.400024,0.001823201
1033.599976,0.001779547
1033.800049,0.001954501
1034,0.001727877
1034.199951,0.001857241
1034.400024,0.001814577
1034.599976,0.00194427
1034.800049,0.001742342
1035,0.001772151
1035.199951,0.001726936
1035.400024,0.001745689
1035.599976,0.001894591
1035.800049,0.001644352
1036,0.001774807
1036.199951,0.001758661
1036.400024,0.001672961
1036.599976,0.00158621
1036.800049,0.001600445
1037,0.001679366
1037.199951,0.001662426
1037.400024,0.001455895
1037.599976,0.001679352
1037.800049,0.001748749
1038,0.00151764
1038.199951,0.001647266
1038.400024,0.001438016
1038.599976,0.001561644
1038.800049,0.001363527
1039,0.001438359
1039.199951,0.001409086
1039.400024,0.001519221
1039.599976,0.001457677
1039.800049,0.001475253
1040,0.00148841
1040.199951,0.001521144
1040.400024,0.001469932
1040.599976,0.001348692
1040.800049,0.001187507
1041,0.001496884
1041.199951,0.001379004
1041.400024,0.001478
1041.599976,0.001289085
1041.800049,0.001315012
1042,0.001318121
1042.199951,0.001273953
1042.400024,0.001319717
1042.599976,0.001238867
1042.800049,0.001317236
1043,0.001296012
1043.199951,0.001236091
1043.400024,0.001030494
1043.599976,0.001184052
1043.800049,0.00124614
1044,0.001208949
1044.199951,0.001046471
1044.400024,0.001030131
1044.599976,0.001167882
1044.800049,0.000931703
1045,0.001197588
1045.199951,0.001347149
1045.400024,0.001111014
1045.599976,0.001087709
1045.800049,0.001078616
1046,0.001196788
1046.199951,0.000985843
1046.400024,0.001082501
1046.599976,0.000955221
1046.800049,0.001151324
1047,0.001001324
1047.199951,0.00092009
1047.400024,0.000915958
1047.599976,0.000990558
1047.800049,0.001000887
1048,0.001036329
1048.199951,0.000931262
1048.400024,0.000930237
1048.599976,0.001081518
1048.800049,0.001090146
1049,0.000953629
1049.199951,0.000805375
1049.400024,0.001023412
1049.599976,0.001072678
1049.800049,0.000910939
1050,0.000824868
1050.199951,0.000944565
1050.400024,0.000863804
1050.599976,0.000981969
1050.800049,0.000894925
1051,0.000856655
1051.199951,0.000987931
1051.400024,0.000793329
1051.599976,0.00097598
1051.800049,0.000817999
1052,0.000883853
1052.199951,0.000965278
1052.400024,0.000596161
1052.599976,0.001020186
1052.800049,0.000914382
1053,0.000862782
1053.199951,0.000975838
1053.400024,0.001044385
1053.599976,0.000921528
1053.800049,0.001048923
1054,0.001029207
1054.199951,0.001044667
1054.400024,0.000880547
1054.599976,0.000874937
1054.800049,0.001129612
1055,0.000873573
1055.199951,0.000991606
1055.400024,0.001058254
1055.599976,0.001044242
1055.800049,0.001036283
1056,0.001096275
1056.199951,0.00108448
1056.400024,0.001099832
1056.599976,0.001156428
1056.800049,0.001186562
1057,0.001251543
1057.199951,0.001124488
1057.400024,0.001028441
1057.599976,0.001281395
1057.800049,0.001302387
1058,0.001189063
1058.199951,0.001163623
1058.400024,0.001289857
1058.599976,0.001301437
1058.800049,0.001417384
1059,0.001306091
1059.199951,0.001311517
1059.400024,0.001493924
1059.599976,0.00146778
1059.800049,0.001479322
1060,0.001448984
1060.199951,0.0014319
1060.400024,0.001521764
1060.599976,0.001668469
1060.800049,0.001638507
1061,0.001520383
1061.199951,0.001613944
1061.400024,0.001423832
1061.599976,0.001602584
1061.800049,0.001561224
1062,0.001690042
1062.199951,0.00178207
1062.400024,0.001731654
1062.599976,0.001714437
1062.800049,0.001553222
1063,0.001797628
1063.199951,0.001747204
1063.400024,0.001633455
1063.599976,0.001761226
1063.800049,0.001814863
1064,0.00200388
1064.199951,0.001784521
1064.400024,0.00190233
1064.599976,0.002064786
1064.800049,0.002013326
1065,0.001920498
1065.199951,0.001977515
1065.400024,0.001850051
1065.599976,0.002228187
1065.800049,0.002009334
1066,0.001979916
1066.199951,0.001871004
1066.400024,0.002039063
1066.599976,0.002163469
1066.800049,0.002029079
1067,0.002033286
1067.199951,0.002045521
1067.400024,0.001943139
1067.599976,0.002017107
1067.800049,0.002079058
1068,0.002032787
1068.199951,0.002153713
1068.400024,0.002024552
1068.599976,0.002136466
1068.800049,0.001966347
1069,0.001915499
1069.199951,0.002016905
1069.400024,0.002009362
1069.599976,0.00212309
1069.800049,0.00208911
1070,0.002073947
1070.199951,0.002127064
1070.400024,0.002144533
1070.599976,0.001989455
1070.800049,0.001991546
1071,0.001932883
1071.199951,0.00197262
1071.400024,0.002004116
1071.599976,0.00203047
1071.800049,0.001856305
1072,0.002037501
1072.199951,0.001919454
1072.400024,0.001990411
1072.599976,0.001884923
1072.800049,0.002045039
1073,0.001780138
1073.199951,0.001878281
1073.400024,0.001899548
1073.599976,0.001872578
1073.800049,0.001991622
1074,0.001993663
1074.199951,0.001816848
1074.400024,0.001804037
1074.599976,0.001820478
1074.800049,0.001829085
1075,0.001763389
1075.199951,0.001816123
1075.400024,0.001763564
1075.599976,0.001825022
1075.800049,0.001949517
1076,0.001714461
1076.199951,0.001689522
1076.400024,0.001739973
1076.599976,0.001740964
1076.800049,0.001619791
1077,0.001708663
1077.199951,0.001645653
1077.400024,0.001825585
1077.599976,0.001755672
1077.800049,0.001730779
1078,0.00167094
1078.199951,0.001756209
1078.400024,0.001663352
1078.599976,0.001740731
1078.800049,0.001741868
1079,0.001678385
1079.199951,0.001623607
1079.400024,0.001785842
1079.599976,0.001757763
1079.800049,0.001717817
1080,0.001745847
1080.199951,0.00171374
1080.400024,0.001673247
1080.599976,0.001654131
1080.800049,0.001902593
1081,0.001786094
1081.199951,0.001844143
1081.400024,0.00179148
1081.599976,0.001780509
1081.800049,0.001776629
1082,0.001796797
1082.199951,0.001670454
1082.400024,0.00188288
1082.599976,0.001782301
1082.800049,0.002033619
1083,0.001772385
1083.199951,0.001940467
1083.400024,0.001778102
1083.599976,0.001958785
1083.800049,0.002118884
1084,0.001867368
1084.199951,0.001952571
1084.400024,0.001953597
1084.599976,0.001836844
1084.800049,0.002021887
1085,0.001979631
1085.199951,0.00200089
1085.400024,0.002127071
1085.599976,0.002171295
1085.800049,0.002176254
1086,0.002078491
1086.199951,0.002359177
1086.400024,0.002217961
1086.599976,0.002205106
1086.800049,0.002270043
1087,0.002399583
1087.199951,0.002410939
1087.400024,0.002538236
1087.599976,0.002547611
1087.800049,0.002567375
1088,0.002542855
1088.199951,0.002768035
1088.400024,0.002739354
1088.599976,0.002703167
1088.800049,0.002774305
1089,0.002815517
1089.199951,0.002906685
1089.400024,0.002879907
1089.599976,0.00290179
1089.800049,0.002902358
1090,0.003047546
1090.199951,0.003090744
1090.400024,0.003072971
1090.599976,0.003014259
1090.800049,0.003142935
1091,0.003081701
1091.199951,0.003184982
1091.400024,0.003276891
1091.599976,0.003282651
1091.800049,0.00330702
1092,0.003417193
1092.199951,0.00339712
1092.400024,0.003531447
1092.599976,0.003590634
1092.800049,0.00354481
1093,0.003614292
1093.199951,0.003582622
1093.400024,0.003661658
1093.599976,0.003804535
1093.800049,0.003899802
1094,0.004033831
1094.199951,0.003976457
1094.400024,0.004036595
1094.599976,0.004126506
1094.800049,0.004227759
1095,0.003999928
1095.199951,0.004133881
1095.400024,0.004237338
1095.599976,0.004283037
1095.800049,0.004294188
1096,0.00450576
1096.199951,0.004466049
1096.400024,0.004402717
1096.599976,0.004564245
1096.800049,0.004609426
1097,0.004598015
1097.199951,0.004756809
1097.400024,0.004726568
1097.599976,0.004856104
1097.800049,0.004928131
1098,0.005002529
1098.199951,0.004877371
1098.400024,0.004994716
1098.599976,0.004935227
1098.800049,0.004980783
1099,0.005080611
1099.199951,0.00532252
1099.400024,0.005196771
1099.599976,0.005152424
1099.800049,0.005520848
1100,0.005316515
1100.199951,0.005458797
1100.400024,0.005472492
1100.599976,0.005350203
1100.800049,0.005571054
1101,0.005647529
1101.199951,0.005867163
1101.400024,0.005786326
1101.599976,0.005880952
1101.800049,0.005955772
1102,0.006028095
1102.199951,0.006008776
1102.400024,0.005993879
1102.599976,0.006208313
1102.800049,0.006136321
1103,0.006270609
1103.199951,0.006342036
1103.400024,0.00636462
1103.599976,0.006432908
1103.800049,0.006516256
1104,0.006581801
1104.199951,0.006872372
1104.400024,0.006876551
1104.599976,0.006795073
1104.800049,0.007010475
1105,0.007030801
1105.199951,0.007230269
1105.400024,0.007197601
1105.599976,0.007308858
1105.800049,0.007476512
1106,0.007480508
1106.199951,0.007670919
1106.400024,0.007729942
1106.599976,0.007868001
1106.800049,0.007772386
1107,0.007986855
1107.199951,0.008244056
1107.400024,0.008247744
1107.599976,0.008313007
1107.800049,0.008388247
1108,0.008566894
1108.199951,0.008843888
1108.400024,0.008817599
1108.599976,0.009312381
1108.800049,0.00930615
1109,0.009298805
1109.199951,0.009453231
1109.400024,0.009697711
1109.599976,0.00977093
1109.800049,0.010108145
1110,0.010327047
1110.199951,0.0105287
1110.400024,0.010615188
1110.599976,0.011100396
1110.800049,0.011313713
1111,0.011642618
1111.199951,0.011780252
1111.400024,0.011986695
1111.599976,0.012289315
1111.800049,0.012444417
1112,0.012962914
1112.199951,0.013089922
1112.400024,0.013376094
1112.599976,0.013563417
1112.800049,0.013868482
1113,0.014222504
1113.199951,0.01434905
1113.400024,0.014711668
1113.599976,0.015001063
1113.800049,0.015196559
1114,0.015522202
1114.199951,0.015689589
1114.400024,0.016096495
1114.599976,0.016480833
1114.800049,0.016726328
1115,0.017018203
1115.199951,0.017515741
1115.400024,0.017828902
1115.599976,0.018039277
1115.800049,0.018590588
1116,0.018986879
1116.199951,0.019371852
1116.400024,0.019945396
1116.599976,0.020023497
1116.800049,0.020738762
1117,0.021140374
1117.199951,0.021646172
1117.400024,0.022032464
1117.599976,0.022743594
1117.800049,0.023261614
1118,0.023721131
1118.199951,0.024218198
1118.400024,0.025090139
1118.599976,0.025433658
1118.800049,0.025932282
1119,0.026470613
1119.199951,0.027081667
1119.400024,0.027679099
1119.599976,0.028084502
1119.800049,0.02877677
1120,0.029283486
1120.199951,0.0300148
1120.400024,0.030549482
1120.599976,0.030886967
1120.800049,0.031683523
1121,0.032459088
1121.199951,0.03320919
1121.400024,0.033867355
1121.599976,0.034564842
1121.800049,0.035128593
1122,0.036037933
1122.199951,0.036739521
1122.400024,0.037691139
1122.599976,0.038491316
1122.800049,0.039552238
1123,0.040366068
1123.199951,0.041358519
1123.400024,0.042295329
1123.599976,0.043261219
1123.800049,0.044221241
1124,0.04529202
1124.199951,0.046340037
1124.400024,0.04727089
1124.599976,0.048613653
1124.800049,0.049422767
1125,0.050399579
1125.199951,0.051342156
1125.400024,0.052406259
1125.599976,0.053193584
1125.800049,0.054336175
1126,0.05511754
1126.199951,0.05599007
1126.400024,0.057349935
1126.599976,0.058109917
1126.800049,0.058937691
1127,0.059648264
1127.199951,0.060892042
1127.400024,0.061761674
1127.599976,0.062635407
1127.800049,0.063530296
1128,0.064508356
1128.199951,0.065447241
1128.400024,0.066484466
1128.599976,0.067655258
1128.800049,0.068783872
1129,0.069893047
1129.199951,0.071126319
1129.400024,0.072085842
1129.599976,0.073440209
1129.800049,0.075199604
1130,0.076214716
1130.199951,0.078058839
1130.400024,0.079314403
1130.599976,0.08127702
1130.800049,0.082555078
1131,0.084524587
1131.199951,0.086466655
1131.400024,0.088648036
1131.599976,0.090783179
1131.800049,0.093199164
1132,0.095352456
1132.199951,0.097927123
1132.400024,0.100876324
1132.599976,0.1034128
1132.800049,0.106383137
1133,0.109138608
1133.199951,0.112954296
1133.400024,0.116564021
1133.599976,0.120662689
1133.800049,0.123829849
1134,0.128247261
1134.199951,0.13265118
1134.400024,0.137677655
1134.599976,0.141860575
1134.800049,0.147151068
1135,0.152831152
1135.199951,0.15818125
1135.400024,0.164152712
1135.599976,0.169203803
1135.800049,0.17642358
1136,0.182349339
1136.199951,0.189505547
1136.400024,0.195265293
1136.599976,0.203719497
1136.800049,0.211089447
1137,0.219653845
1137.199951,0.226785705
1137.400024,0.23531872
1137.599976,0.245009065
1137.800049,0.253558397
1138,0.262714386
1138.199951,0.271587282
1138.400024,0.283674479
1138.599976,0.293574393
1138.800049,0.306286514
1139,0.316784889
1139.199951,0.330820501
1139.400024,0.344002724
1139.599976,0.360075235
1139.800049,0.373010397
1140,0.39072457
1140.199951,0.410982221
1140.400024,0.431050688
1140.599976,0.451423705
1140.800049,0.472800493
1141,0.500846624
1141.199951,0.526839674
1141.400024,0.557849348
1141.599976,0.585022032
1141.800049,0.6288293
1142,0.667522311
1142.199951,0.713966668
1142.400024,0.757134497
1142.599976,0.815897048
1142.800049,0.878302753
1143,0.947110355
1143.199951,1.017532468
1143.400024,1.100740075
1143.599976,1.220897436
1143.800049,1.325076222
1144,1.460313678
1144.199951,1.590757489
1144.400024,1.776404142
1144.599976,1.957607985
1144.800049,2.185904503
1145,2.402998686
1145.199951,2.70719552
1145.400024,3.029906034
1145.599976,3.343106031
1145.800049,3.688978672
1146,4.017718315
1146.199951,4.466679096
1146.400024,4.790552139
1146.599976,5.139181614
1146.800049,4.972234249
1147,5.340236187
1147.199951,5.706827164
1147.400024,5.745790958
1147.599976,6.000553608
1147.800049,6.130980492
1148,6.492710114
1148.199951,6.84381628
1148.400024,7.15796566
1148.599976,7.479993343
1148.800049,8.076084137
1149,8.482251167
1149.199951,9.03477478
1149.400024,9.470358849
1149.599976,10.18811798
1149.800049,10.83096218
1150,11.67224789
